dir,filename,keywords
總統/國家安全會議/組織目,國家安全局組織法,國家安全維護
總統/國家安全會議/情報工作目,國家情報工作法,國家情報工作
總統/國家安全會議/情報工作目,國家情報工作法,情報機關
總統/國家安全會議/情報工作目,國家情報工作法,情報人員
總統/國家安全會議/情報工作目,國家情報工作法,情報協助人員
總統/國家安全會議/情報工作目,國家情報工作法,國家安全
總統/國家安全會議/情報工作目,國家情報工作法,情報蒐集
總統/國家安全會議/情報工作目,國家情報工作法,情報研析
總統/國家安全會議/情報工作目,國家情報工作法,情報工作監督
總統/國家安全會議/情報工作目,國家情報工作法,立法院監督
總統/國家安全會議/情報工作目,國家情報工作法,反制間諜
總統/國家安全會議/情報工作目,國家情報工作法,保密安全
總統/國家安全會議/情報工作目,國家情報工作法,身分掩護
總統/國家安全會議/情報工作目,國家情報工作法,掩護機構
總統/國家安全會議/情報工作目,國家情報工作法,情報工作獎勵
總統/國家安全會議/情報工作目,國家情報工作法,情報人員權益保障
總統/國家安全會議/情報工作目,國家情報工作法,情報安全查核
總統/國家安全會議/情報工作目,國家情報工作法,違法洩漏資訊處罰
總統/國家安全會議/情報工作目,國家情報工作法,間諜行為處罰
總統/國家安全會議/情報工作目,國家情報工作法,情報工作年度總結報告
總統/國家安全會議/情報工作目,國家情報工作法,國家安全會議秘書長
總統/國家安全會議/特種勤務目,特種勤務條例,特種勤務
總統/國家安全會議/特種勤務目,特種勤務條例,國家安全局
總統/國家安全會議/特種勤務目,特種勤務條例,安全維護對象
總統/國家安全會議/特種勤務目,特種勤務條例,特勤人員
總統/國家安全會議/特種勤務目,特種勤務條例,特勤編組人員
總統/國家安全會議/特種勤務目,特種勤務條例,安全維護區
總統/國家安全會議/特種勤務目,特種勤務條例,槍械使用
總統/國家安全會議/特種勤務目,特種勤務條例,特別慰助金
總統/國家安全會議/特種勤務目,特種勤務條例,醫療照護
總統/國家安全會議/特種勤務目,特種勤務條例,安置就養
總統/國家安全會議/特種勤務目,特種勤務條例,子女教養
總統/國家安全會議/特種勤務目,特種勤務條例,安全查核
總統/國家安全會議/特種勤務目,特種勤務條例,特勤專業訓練
總統/國家安全會議/特種勤務目,特種勤務條例,職務輪調
總統/國家安全會議/特種勤務目,特種勤務條例,保險措施
總統/國家安全會議/特種勤務目,特種勤務條例,防護措施
總統/國家安全會議/特種勤務目,特種勤務條例,特種勤務獎章
總統/國家安全會議/特種勤務目,特種勤務條例,行政獎勵
總統/國家安全會議/特種勤務目,特種勤務條例,總統安全維護
總統/國家安全會議/特種勤務目,特種勤務條例,國家安全維護
立法,三一九槍擊事件真相調查特別委員會條例,三一九槍擊事件
立法,三一九槍擊事件真相調查特別委員會條例,真相調查特別委員會
立法,三一九槍擊事件真相調查特別委員會條例,立法院
立法,三一九槍擊事件真相調查特別委員會條例,委員會組成
立法,三一九槍擊事件真相調查特別委員會條例,調查職權
立法,三一九槍擊事件真相調查特別委員會條例,超黨派
立法,三一九槍擊事件真相調查特別委員會條例,獨立行使職權
立法,三一九槍擊事件真相調查特別委員會條例,調查報告
立法,三一九槍擊事件真相調查特別委員會條例,決議程序
立法,三一九槍擊事件真相調查特別委員會條例,證人保護
立法,三一九槍擊事件真相調查特別委員會條例,調查人員權限
立法,三一九槍擊事件真相調查特別委員會條例,協助調查
立法,三一九槍擊事件真相調查特別委員會條例,借調檢察官
立法,三一九槍擊事件真相調查特別委員會條例,調查報告提交
立法,三一九槍擊事件真相調查特別委員會條例,刑事責任追究
立法,三一九槍擊事件真相調查特別委員會條例,保密義務
立法,三一九槍擊事件真相調查特別委員會條例,委員除名
立法,三一九槍擊事件真相調查特別委員會條例,報酬支給
立法,三一九槍擊事件真相調查特別委員會條例,司法協助
立法,三一九槍擊事件真相調查特別委員會條例,施行日期
立法,立法院組織法,立法院組織
立法,立法院組織法,憲法職權
立法,立法院組織法,院長選舉
立法,立法院組織法,委員會設置
立法,立法院組織法,公開會議
立法,立法院組織法,秘密會議
立法,立法院組織法,電視轉播
立法,立法院組織法,議事轉播
立法,立法院組織法,無障礙資訊服務
立法,立法院組織法,臨時會召集
立法,立法院組織法,程序委員會
立法,立法院組織法,紀律委員會
立法,立法院組織法,修憲委員會
立法,立法院組織法,委員會組織
立法,立法院組織法,秘書長任命
立法,立法院組織法,處室職掌
立法,立法院組織法,資訊處業務
立法,立法院組織法,法制局業務
立法,立法院組織法,預算中心業務
立法,立法院組織法,國會圖書館業務
立法,立法院組織法,人事管理
立法,立法院各委員會組織法,立法院
立法,立法院各委員會組織法,委員會組織
立法,立法院各委員會組織法,審查議案
立法,立法院各委員會組織法,人民請願書
立法,立法院各委員會組織法,委員會席次
立法,立法院各委員會組織法,黨團比例分配
立法,立法院各委員會組織法,召集委員
立法,立法院各委員會組織法,會議議程
立法,立法院各委員會組織法,公開會議
立法,立法院各委員會組織法,秘密會議
立法,立法院各委員會組織法,決議過程
立法,立法院各委員會組織法,議事錄
立法,立法院各委員會組織法,聯席會議
立法,立法院各委員會組織法,委員會職員
立法,立法院各委員會組織法,專門委員
立法,立法院各委員會組織法,主任秘書
立法,立法院各委員會組織法,立法院組織法
立法,立法院各委員會組織法,立法院職權行使法
立法,立法院各委員會組織法,立法委員行為法
立法,立法院各委員會組織法,議事規則
立法,立法院職權行使法,立法院職權
立法,立法院職權行使法,立法委員行為
立法,立法院職權行使法,行政院施政
立法,立法院職權行使法,總統國情報告
立法,立法院職權行使法,質詢權
立法,立法院職權行使法,人事同意權
立法,立法院職權行使法,預算案審查
立法,立法院職權行使法,覆議案處理
立法,立法院職權行使法,不信任案
立法,立法院職權行使法,彈劾案
立法,立法院職權行使法,調查權
立法,立法院職權行使法,公聽會
立法,立法院職權行使法,聽證會
立法,立法院職權行使法,行政命令審查
立法,立法院職權行使法,請願案處理
立法,立法院職權行使法,黨團協商
立法,立法院職權行使法,議案審查流程
立法,立法院職權行使法,立法院組織法
立法,立法院職權行使法,憲法增修條文
立法,立法院職權行使法,法律案審查程序
立法,立法委員行為法,立法委員行為法
立法,立法委員行為法,國會尊嚴
立法,立法委員行為法,民主政治
立法,立法委員行為法,倫理風範
立法,立法委員行為法,公共利益
立法,立法委員行為法,政治倫理
立法,立法委員行為法,議事行為
立法,立法委員行為法,免責權
立法,立法委員行為法,利益迴避
立法,立法委員行為法,政治捐獻
立法,立法委員行為法,遊說法
立法,立法委員行為法,政府遊說
立法,立法委員行為法,人民遊說
立法,立法委員行為法,司法案件
立法,立法委員行為法,紀律委員會
立法,立法委員行為法,懲戒處分
立法,立法委員行為法,立法委員待遇
立法,立法委員行為法,生命安全保護
立法,立法委員行為法,秘密會議保密
立法,立法委員行為法,公正議事
憲法,宣告動員戡亂時期終止,動員戡亂時期
憲法,宣告動員戡亂時期終止,臨時條款
憲法,宣告動員戡亂時期終止,中華民國
憲法,宣告動員戡亂時期終止,終止宣告
憲法,宣告動員戡亂時期終止,國家安全
憲法,宣告動員戡亂時期終止, 戡亂時期
憲法,宣告動員戡亂時期終止,中華民國八十年
憲法,宣告動員戡亂時期終止,五月一日
憲法,宣告動員戡亂時期終止,特別狀態
憲法,宣告動員戡亂時期終止,政務公告
憲法,宣告動員戡亂時期終止,歷史事件
憲法,宣告動員戡亂時期終止,台灣歷史
憲法,宣告動員戡亂時期終止,政權變遷
憲法,宣告動員戡亂時期終止,國家法令
憲法,宣告動員戡亂時期終止,重要日期
憲法,宣告動員戡亂時期終止,政府公告
憲法,宣告動員戡亂時期終止,法制變革
憲法,宣告動員戡亂時期終止,時期轉折
憲法,宣告動員戡亂時期終止,中華民國法制
憲法,中華民國憲法增修條文,憲法增修
憲法,中華民國憲法增修條文,總統直接選舉
憲法,中華民國憲法增修條文,行政院院長任免
憲法,中華民國憲法增修條文,立法院解散
憲法,中華民國憲法增修條文,緊急命令
憲法,中華民國憲法增修條文,國家安全會議
憲法,中華民國憲法增修條文,司法院大法官
憲法,中華民國憲法增修條文,政黨違憲解散
憲法,中華民國憲法增修條文,考試院職權
憲法,中華民國憲法增修條文,監察院彈劾權
憲法,中華民國憲法增修條文,省縣地方制度
憲法,中華民國憲法增修條文,科學技術發展獎勵
憲法,中華民國憲法增修條文,產業升級與環境保護
憲法,中華民國憲法增修條文,中小型經濟事業扶助
憲法,中華民國憲法增修條文,全民健康保險
憲法,中華民國憲法增修條文,婦女權益保障
憲法,中華民國憲法增修條文,身心障礙者權益
憲法,中華民國憲法增修條文,社會救助與福利工作
憲法,中華民國憲法增修條文,教育科學文化經費優先
憲法,中華民國憲法增修條文,原住民族權益保障
憲法,憲法實施之準備程序,憲法實施
憲法,憲法實施之準備程序,法令修改
憲法,憲法實施之準備程序,國民大會
憲法,憲法實施之準備程序,總統選舉
憲法,憲法實施之準備程序,立法委員選舉
憲法,憲法實施之準備程序,監察委員選舉
憲法,憲法實施之準備程序,五院組織
憲法,憲法實施之準備程序,省市議會
憲法,憲法實施之準備程序,憲政實施促進
憲法,憲法實施之準備程序,國民政府責任
憲法,憲法實施之準備程序,憲法公布
憲法,憲法實施之準備程序,法律制定
憲法,憲法實施之準備程序,選舉罷免
憲法,憲法實施之準備程序,國民大會代表
憲法,憲法實施之準備程序,立法院集會
憲法,憲法實施之準備程序,監察院召集
憲法,憲法實施之準備程序,憲法施行責任
憲法,憲法實施之準備程序,憲政過渡期
憲法,憲法實施之準備程序,政府轉型
憲法,中華民國憲法,三民主義
憲法,中華民國憲法,民主共和國
憲法,中華民國憲法,國民大會
憲法,中華民國憲法,總統
憲法,中華民國憲法,行政院
憲法,中華民國憲法,立法院
憲法,中華民國憲法,司法院
憲法,中華民國憲法,考試院
憲法,中華民國憲法,監察院
憲法,中華民國憲法,憲法解釋
憲法,中華民國憲法,法律與命令
憲法,中華民國憲法,中央與地方政府
憲法,中華民國憲法,省縣自治
憲法,中華民國憲法,國防安全
憲法,中華民國憲法,外交政策
憲法,中華民國憲法,經濟發展
憲法,中華民國憲法,社會福利
憲法,中華民國憲法,教育文化
憲法,中華民國憲法,人權保障
憲法,中華民國憲法,憲法修改
憲法,臺灣地區解嚴令,臺灣地區
憲法,臺灣地區解嚴令,解嚴令
憲法,臺灣地區解嚴令,立法院
憲法,臺灣地區解嚴令,中華民國
憲法,臺灣地區解嚴令,七十六年七月十五日
憲法,臺灣地區解嚴令,解嚴日期
憲法,臺灣地區解嚴令,臺灣地區歷史事件
憲法,臺灣地區解嚴令,中華民國重要日期
憲法,臺灣地區解嚴令,立法院咨文
憲法,臺灣地區解嚴令,政府公告
憲法,臺灣地區解嚴令,政治變革
憲法,臺灣地區解嚴令,臺灣民主化
憲法,臺灣地區解嚴令,歷史文件
憲法,臺灣地區解嚴令,重要檔案
憲法,臺灣地區解嚴令,國家安全
憲法,臺灣地區解嚴令,戒嚴體制
憲法,臺灣地區解嚴令,憲政發展
憲法,臺灣地區解嚴令,臺灣轉型正義
憲法,臺灣地區解嚴令,國家發展里程碑
憲法,訓政結束程序法,訓政結束程序
憲法,訓政結束程序法,憲法施行
憲法,訓政結束程序法,國民政府主席
憲法,訓政結束程序法,總統就職
憲法,訓政結束程序法,立法院集會
憲法,訓政結束程序法,監察院集會
憲法,訓政結束程序法,行政院改組
憲法,訓政結束程序法,司法院改組
憲法,訓政結束程序法,考試院改組
憲法,訓政結束程序法,省市縣民意機構
憲法,訓政結束程序法,行政機構改組
憲法,訓政結束程序法,憲法選舉
憲法,訓政結束程序法,法定職權停止
憲法,訓政結束程序法,政府體制轉移
憲法,訓政結束程序法,憲政體制啟動
憲法,訓政結束程序法,訓政時期結束
憲法,訓政結束程序法,民主體制建立
憲法,訓政結束程序法,公布日施行
憲法,訓政結束程序法,法律生效
憲法,訓政結束程序法,政權轉移程序
憲法,民國八十八年九月二十五日總統緊急命令（九二一震災）,九二一震災
憲法,民國八十八年九月二十五日總統緊急命令（九二一震災）,緊急命令
憲法,民國八十八年九月二十五日總統緊急命令（九二一震災）,災害救助
憲法,民國八十八年九月二十五日總統緊急命令（九二一震災）,災民安置
憲法,民國八十八年九月二十五日總統緊急命令（九二一震災）,災後重建
憲法,民國八十八年九月二十五日總統緊急命令（九二一震災）,財源籌措
憲法,民國八十八年九月二十五日總統緊急命令（九二一震災）,公債發行
憲法,民國八十八年九月二十五日總統緊急命令（九二一震災）,災區交通搶修
憲法,民國八十八年九月二十五日總統緊急命令（九二一震災）,公共工程重建
憲法,民國八十八年九月二十五日總統緊急命令（九二一震災）,行政程序簡化
憲法,民國八十八年九月二十五日總統緊急命令（九二一震災）,都市計畫法暫免
憲法,民國八十八年九月二十五日總統緊急命令（九二一震災）,環境影響評估法暫免
憲法,民國八十八年九月二十五日總統緊急命令（九二一震災）,水土保持法暫免
憲法,民國八十八年九月二十五日總統緊急命令（九二一震災）,建築法暫免
憲法,民國八十八年九月二十五日總統緊急命令（九二一震災）,土地法暫免
憲法,民國八十八年九月二十五日總統緊急命令（九二一震災）,國有財產法暫免
憲法,民國八十八年九月二十五日總統緊急命令（九二一震災）,災民證照補發免費
憲法,民國八十八年九月二十五日總統緊急命令（九二一震災）,民間資源徵用
憲法,民國八十八年九月二十五日總統緊急命令（九二一震災）,國軍調派
憲法,民國八十八年九月二十五日總統緊急命令（九二一震災）,災區管制
憲法,全國戒嚴令,全國戒嚴令
憲法,全國戒嚴令,動員戡亂時期臨時條款
憲法,全國戒嚴令,戒嚴實施區域
憲法,全國戒嚴令,行政院會議議決
憲法,全國戒嚴令,接戰地域
憲法,全國戒嚴令,警戒地域
憲法,全國戒嚴令,臺灣省
憲法,全國戒嚴令,中國大陸省份
憲法,全國戒嚴令,戒嚴令公布
憲法,全國戒嚴令,政府公告
憲法,全國戒嚴令,戰時管制措施
憲法,全國戒嚴令,中華民國歷史事件
憲法,全國戒嚴令,軍事管制
憲法,全國戒嚴令,國家安全
憲法,全國戒嚴令,緊急状态
憲法,全國戒嚴令,政府應急處理
憲法,全國戒嚴令,歷史檔案
憲法,全國戒嚴令,中華民國法令
憲法,全國戒嚴令,戰時法規
憲法,全國戒嚴令,國家緊急命令
行政/數位發展部/數位產業目,電子簽章法,電子簽章
行政/數位發展部/數位產業目,電子簽章法,數位簽章
行政/數位發展部/數位產業目,電子簽章法,憑證機構
行政/數位發展部/數位產業目,電子簽章法,電子文件
行政/數位發展部/數位產業目,電子簽章法,加密
行政/數位發展部/數位產業目,電子簽章法,數位發展部
行政/數位發展部/數位產業目,電子簽章法,電子簽章效力
行政/數位發展部/數位產業目,電子簽章法,電子公布欄
行政/數位發展部/數位產業目,電子簽章法,憑證實務作業基準
行政/數位發展部/數位產業目,電子簽章法,資訊系統
行政/數位發展部/數位產業目,電子簽章法,電子簽章技術
行政/數位發展部/數位產業目,電子簽章法,法律效力
行政/數位發展部/數位產業目,電子簽章法,電子文件保存
行政/數位發展部/數位產業目,電子簽章法,發文時間
行政/數位發展部/數位產業目,電子簽章法,收文時間
行政/數位發展部/數位產業目,電子簽章法,發文地
行政/數位發展部/數位產業目,電子簽章法,收文地
行政/數位發展部/數位產業目,電子簽章法,憑證機構許可
行政/數位發展部/數位產業目,電子簽章法,國際互惠
行政/數位發展部/數位產業目,電子簽章法,技術對接合作
行政/數位發展部/組織目,數位發展部組織法,數位發展部
行政/數位發展部/組織目,數位發展部組織法,數位產業發展
行政/數位發展部/組織目,數位發展部組織法,通訊傳播
行政/數位發展部/組織目,數位發展部組織法,資通安全
行政/數位發展部/組織目,數位發展部組織法,數位基礎建設
行政/數位發展部/組織目,數位發展部組織法,政府數位服務
行政/數位發展部/組織目,數位發展部組織法,資料治理
行政/數位發展部/組織目,數位發展部組織法,數位經濟
行政/數位發展部/組織目,數位發展部組織法,人才培育
行政/數位發展部/組織目,數位發展部組織法,國際交流合作
行政/數位發展部/組織目,數位發展部組織法,資訊安全
行政/數位發展部/組織目,數位發展部組織法,網路傳播
行政/數位發展部/組織目,數位發展部組織法,公私部門數位轉型
行政/數位發展部/組織目,數位發展部組織法,數位科技應用
行政/數位發展部/組織目,數位發展部組織法,國家數位發展政策
行政/數位發展部/組織目,數位發展部組織法,數位發展法規
行政/數位發展部/組織目,數位發展部組織法,政府資訊資安人才
行政/數位發展部/組織目,數位發展部組織法,數位產業署
行政/數位發展部/組織目,數位發展部組織法,資通安全署
行政/數位發展部/組織目,數位發展部組織法,數位發展競爭力
行政/數位發展部/組織目,國家資通安全研究院設置條例,國家資通安全研究院
行政/數位發展部/組織目,國家資通安全研究院設置條例,資通安全科技
行政/數位發展部/組織目,國家資通安全研究院設置條例,行政法人
行政/數位發展部/組織目,國家資通安全研究院設置條例,數位發展部
行政/數位發展部/組織目,國家資通安全研究院設置條例,監督機關
行政/數位發展部/組織目,國家資通安全研究院設置條例,董事會
行政/數位發展部/組織目,國家資通安全研究院設置條例,監事
行政/數位發展部/組織目,國家資通安全研究院設置條例,院長
行政/數位發展部/組織目,國家資通安全研究院設置條例,資通安全防護
行政/數位發展部/組織目,國家資通安全研究院設置條例,關鍵基礎設施
行政/數位發展部/組織目,國家資通安全研究院設置條例,資通安全人才
行政/數位發展部/組織目,國家資通安全研究院設置條例,全民資通安全意識
行政/數位發展部/組織目,國家資通安全研究院設置條例,政府採購法
行政/數位發展部/組織目,國家資通安全研究院設置條例,安全查核
行政/數位發展部/組織目,國家資通安全研究院設置條例,董事長
行政/數位發展部/組織目,國家資通安全研究院設置條例,公務人員行政中立法
行政/數位發展部/組織目,國家資通安全研究院設置條例,會計年度
行政/數位發展部/組織目,國家資通安全研究院設置條例,行政法人會計制度
行政/數位發展部/組織目,國家資通安全研究院設置條例,政府資訊公開法
行政/數位發展部/組織目,國家資通安全研究院設置條例,國家機密保護法
行政/數位發展部/組織目,數位發展部資通安全署組織法,資通安全署
行政/數位發展部/組織目,數位發展部資通安全署組織法,國家資通安全政策
行政/數位發展部/組織目,數位發展部資通安全署組織法,資通安全防護
行政/數位發展部/組織目,數位發展部資通安全署組織法,通訊傳播基礎設施防護
行政/數位發展部/組織目,數位發展部資通安全署組織法,資通安全演練與稽核
行政/數位發展部/組織目,數位發展部資通安全署組織法,資通安全教育訓練
行政/數位發展部/組織目,數位發展部資通安全署組織法,資通安全國際交流
行政/數位發展部/組織目,數位發展部資通安全署組織法,政府機關資通安全評鑑
行政/數位發展部/組織目,數位發展部資通安全署組織法,公營事業機構資通安全
行政/數位發展部/組織目,數位發展部資通安全署組織法,資安人員教育訓練
行政/數位發展部/組織目,數位發展部資通安全署組織法,數位發展部
行政/數位發展部/組織目,數位發展部資通安全署組織法,國家關鍵基礎設施安全
行政/數位發展部/組織目,數位發展部資通安全署組織法,資通安全事件偵測與應變
行政/數位發展部/組織目,數位發展部資通安全署組織法,資通安全法規規劃
行政/數位發展部/組織目,數位發展部資通安全署組織法,資通安全重大計畫督導
行政/數位發展部/組織目,數位發展部資通安全署組織法,資通安全業務評鑑
行政/數位發展部/組織目,數位發展部資通安全署組織法,政府機關資通安全管理
行政/數位發展部/組織目,數位發展部資通安全署組織法,資通安全人才發展
行政/數位發展部/組織目,數位發展部資通安全署組織法,資通安全合作交流
行政/數位發展部/組織目,數位發展部資通安全署組織法,資通安全政策執行
行政/數位發展部/組織目,數位發展部數位產業署組織法,數位發展部
行政/數位發展部/組織目,數位發展部數位產業署組織法,數位產業署
行政/數位發展部/組織目,數位發展部數位產業署組織法,數位經濟發展
行政/數位發展部/組織目,數位發展部數位產業署組織法,產業輔導
行政/數位發展部/組織目,數位發展部數位產業署組織法,獎勵管理
行政/數位發展部/組織目,數位發展部數位產業署組織法,人工智慧應用
行政/數位發展部/組織目,數位發展部數位產業署組織法,大數據發展
行政/數位發展部/組織目,數位發展部數位產業署組織法,平台經濟促進
行政/數位發展部/組織目,數位發展部數位產業署組織法,軟體產品輔導
行政/數位發展部/組織目,數位發展部數位產業署組織法,數位服務推動
行政/數位發展部/組織目,數位發展部數位產業署組織法,數位內容產業
行政/數位發展部/組織目,數位發展部數位產業署組織法,資料經濟發展
行政/數位發展部/組織目,數位發展部數位產業署組織法,國際交流合作
行政/數位發展部/組織目,數位發展部數位產業署組織法,數位人才培訓
行政/數位發展部/組織目,數位發展部數位產業署組織法,數位經濟政策
行政/數位發展部/組織目,數位發展部數位產業署組織法,法規研擬
行政/數位發展部/組織目,數位發展部數位產業署組織法,系統整合應用
行政/數位發展部/組織目,數位發展部數位產業署組織法,垂直產業應用
行政/數位發展部/組織目,數位發展部數位產業署組織法,數位經濟發展業務
行政/數位發展部/組織目,數位發展部數位產業署組織法,行政院數位發展部
行政/數位發展部/資通安全目,資通安全管理法,資通安全
行政/數位發展部/資通安全目,資通安全管理法,國家資通安全政策
行政/數位發展部/資通安全目,資通安全管理法,資通安全責任等級
行政/數位發展部/資通安全目,資通安全管理法,關鍵基礎設施
行政/數位發展部/資通安全目,資通安全管理法,資通安全事件
行政/數位發展部/資通安全目,資通安全管理法,資通安全維護計畫
行政/數位發展部/資通安全目,資通安全管理法,公務機關
行政/數位發展部/資通安全目,資通安全管理法,特定非公務機關
行政/數位發展部/資通安全目,資通安全管理法,資通安全長
行政/數位發展部/資通安全目,資通安全管理法,資通安全情資分享
行政/數位發展部/資通安全目,資通安全管理法,資通安全科技發展
行政/數位發展部/資通安全目,資通安全管理法,國際交流合作
行政/數位發展部/資通安全目,資通安全管理法,資通安全整體防護
行政/數位發展部/資通安全目,資通安全管理法,資訊安全
行政/數位發展部/資通安全目,資通安全管理法,網路安全
行政/數位發展部/資通安全目,資通安全管理法,資通系統安全
行政/數位發展部/資通安全目,資通安全管理法,資通安全稽核
行政/數位發展部/資通安全目,資通安全管理法,資通安全獎勵
行政/數位發展部/資通安全目,資通安全管理法,資通安全罰則
行政/數位發展部/資通安全目,資通安全管理法,資通安全法規
行政/不當黨產處理委員會/黨產目,政黨及其附隨組織不當取得財產處理條例,政黨及其附隨組織不當取得財產處理條例
行政/不當黨產處理委員會/黨產目,政黨及其附隨組織不當取得財產處理條例,轉型正義
行政/不當黨產處理委員會/黨產目,政黨及其附隨組織不當取得財產處理條例,民主政治
行政/不當黨產處理委員會/黨產目,政黨及其附隨組織不當取得財產處理條例,不當黨產處理委員會
行政/不當黨產處理委員會/黨產目,政黨及其附隨組織不當取得財產處理條例,政黨公平競爭環境
行政/不當黨產處理委員會/黨產目,政黨及其附隨組織不當取得財產處理條例,財產返還
行政/不當黨產處理委員會/黨產目,政黨及其附隨組織不當取得財產處理條例,財產追徵
行政/不當黨產處理委員會/黨產目,政黨及其附隨組織不當取得財產處理條例,權利回復
行政/不當黨產處理委員會/黨產目,政黨及其附隨組織不當取得財產處理條例,政黨財產申報
行政/不當黨產處理委員會/黨產目,政黨及其附隨組織不當取得財產處理條例,附隨組織
行政/不當黨產處理委員會/黨產目,政黨及其附隨組織不當取得財產處理條例,受託管理人
行政/不當黨產處理委員會/黨產目,政黨及其附隨組織不當取得財產處理條例,不當取得財產
行政/不當黨產處理委員會/黨產目,政黨及其附隨組織不當取得財產處理條例,調查程序
行政/不當黨產處理委員會/黨產目,政黨及其附隨組織不當取得財產處理條例,聽證程序
行政/不當黨產處理委員會/黨產目,政黨及其附隨組織不當取得財產處理條例,行政訴訟
行政/不當黨產處理委員會/黨產目,政黨及其附隨組織不當取得財產處理條例,財產處分
行政/不當黨產處理委員會/黨產目,政黨及其附隨組織不當取得財產處理條例,罰鍰處分
行政/不當黨產處理委員會/黨產目,政黨及其附隨組織不當取得財產處理條例,強制執行
行政/不當黨產處理委員會/黨產目,政黨及其附隨組織不當取得財產處理條例,不動產登記
行政/不當黨產處理委員會/黨產目,政黨及其附隨組織不當取得財產處理條例,政黨補助金
行政/勞動部/勞動保險目,就業保險法,就業保險
行政/勞動部/勞動保險目,就業保險法,勞工保險
行政/勞動部/勞動保險目,就業保險法,失業給付
行政/勞動部/勞動保險目,就業保險法,提早就業獎助津貼
行政/勞動部/勞動保險目,就業保險法,職業訓練生活津貼
行政/勞動部/勞動保險目,就業保險法,育嬰留職停薪津貼
行政/勞動部/勞動保險目,就業保險法,保險費率
行政/勞動部/勞動保險目,就業保險法,投保單位
行政/勞動部/勞動保險目,就業保險法,被保險人
行政/勞動部/勞動保險目,就業保險法,非自願離職
行政/勞動部/勞動保險目,就業保險法,公立就業服務機構
行政/勞動部/勞動保險目,就業保險法,就業諮詢
行政/勞動部/勞動保險目,就業保險法,職業訓練
行政/勞動部/勞動保險目,就業保險法,失業認定
行政/勞動部/勞動保險目,就業保險法,保險給付
行政/勞動部/勞動保險目,就業保險法,基金運用
行政/勞動部/勞動保險目,就業保險法,罰鍰處罰
行政/勞動部/勞動保險目,就業保險法,勞動部
行政/勞動部/勞動保險目,就業保險法,勞工保險監理委員會
行政/勞動部/勞動保險目,就業保險法,行政院
行政/勞動部/勞動保險目,勞工保險條例,勞工保險
行政/勞動部/勞動保險目,勞工保險條例,保險費率
行政/勞動部/勞動保險目,勞工保險條例,投保單位
行政/勞動部/勞動保險目,勞工保險條例,被保險人
行政/勞動部/勞動保險目,勞工保險條例,保險給付
行政/勞動部/勞動保險目,勞工保險條例,失能給付
行政/勞動部/勞動保險目,勞工保險條例,老年給付
行政/勞動部/勞動保險目,勞工保險條例,死亡給付
行政/勞動部/勞動保險目,勞工保險條例,職業災害保險
行政/勞動部/勞動保險目,勞工保險條例,普通事故保險
行政/勞動部/勞動保險目,勞工保險條例,保險年資
行政/勞動部/勞動保險目,勞工保險條例,投保薪資
行政/勞動部/勞動保險目,勞工保險條例,保險基金
行政/勞動部/勞動保險目,勞工保險條例,勞工保險局
行政/勞動部/勞動保險目,勞工保險條例,勞工保險監理委員會
行政/勞動部/勞動保險目,勞工保險條例,保險爭議
行政/勞動部/勞動保險目,勞工保險條例,醫療給付
行政/勞動部/勞動保險目,勞工保險條例,喪葬津貼
行政/勞動部/勞動保險目,勞工保險條例,遺屬年金
行政/勞動部/勞動保險目,勞工保險條例,遺屬津貼
行政/勞動部/勞動保險目,勞工保險條例,保險條例
行政/勞動部/勞動條件及就業平等目,性別平等工作法,性別平等
行政/勞動部/勞動條件及就業平等目,性別平等工作法,工作權
行政/勞動部/勞動條件及就業平等目,性別平等工作法,性騷擾防治
行政/勞動部/勞動條件及就業平等目,性別平等工作法,差別待遇禁止
行政/勞動部/勞動條件及就業平等目,性別平等工作法,懷孕保護
行政/勞動部/勞動條件及就業平等目,性別平等工作法,育嬰留職停薪
行政/勞動部/勞動條件及就業平等目,性別平等工作法,家庭照顧假
行政/勞動部/勞動條件及就業平等目,性別平等工作法,哺乳時間
行政/勞動部/勞動條件及就業平等目,性別平等工作法,性別平等工作會
行政/勞動部/勞動條件及就業平等目,性別平等工作法,勞動檢查
行政/勞動部/勞動條件及就業平等目,性別平等工作法,就業服務
行政/勞動部/勞動條件及就業平等目,性別平等工作法,職業訓練
行政/勞動部/勞動條件及就業平等目,性別平等工作法,托兒設施
行政/勞動部/勞動條件及就業平等目,性別平等工作法, 性別平等教育
行政/勞動部/勞動條件及就業平等目,性別平等工作法,申訴處理
行政/勞動部/勞動條件及就業平等目,性別平等工作法,法律扶助
行政/勞動部/勞動條件及就業平等目,性別平等工作法,行政罰則
行政/勞動部/勞動條件及就業平等目,性別平等工作法,最高負責人責任
行政/勞動部/勞動條件及就業平等目,性別平等工作法,性騷擾舉報
行政/勞動部/勞動條件及就業平等目,性別平等工作法,工作場所安全
行政/勞動部/勞動條件及就業平等目,最低工資法（112,最低工資
行政/勞動部/勞動條件及就業平等目,最低工資法（112,勞動基準法
行政/勞動部/勞動條件及就業平等目,最低工資法（112,勞工權益
行政/勞動部/勞動條件及就業平等目,最低工資法（112,工資保障
行政/勞動部/勞動條件及就業平等目,最低工資法（112,最低生活費
行政/勞動部/勞動條件及就業平等目,最低工資法（112,消費者物價指數
行政/勞動部/勞動條件及就業平等目,最低工資法（112,勞動生產力指數
